"","rule","precision","recall"
"2840","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55301333,0.141097063
"2841","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.5528481,0.107955541
"2842","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok},{saml.status.channel_CS_unknown}>",0.55273349,0.164180335
"2843","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok},{saml.status.channel_CS_unknown}>",0.55273349,0.164180335
"2844","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok},{saml.status.channel_CS_unknown}>",0.55273349,0.164180335
"2845","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.5524943,0.095979462
"2846","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55243589,0.09844111
"2847","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55243589,0.09844111
"2848","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55243589,0.09844111
"2849","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55243589,0.09844111
"2850","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.55236572,0.087706723
"2851","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.5522168,0.127366299
"2852","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55212016,0.135788841
"2853","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55161608,0.138011749
"2854","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55161608,0.138011749
"2855","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55161608,0.138011749
"2856","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55149319,0.110007883
"2857","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.channel_CS_unknown}>",0.5514291,0.153923052
"2858","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.5514291,0.153923052
"2859","<{saml.status.channel_A_CS_unknown,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.55139317,0.164322702
"2860","<{saml.status.channel_A_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.55139317,0.164322702
"2861","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.5511233,0.160923602
"2862","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.5511233,0.160923602
"2863","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55108458,0.099827947
"2864","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55108458,0.099827947
"2865","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55106753,0.135788841
"2866","<{saml.status.channel_A_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.55099849,0.163437752
"2867","<{saml.status.channel_A_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.55099849,0.163437752
"2868","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.channel_CS_unknown}>",0.55096703,0.122898251
"2869","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.55089744,0.163434222
"2870","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.55089744,0.163434222
"2871","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55075028,0.138011749
"2872","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55075028,0.138011749
"2873","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55075028,0.138011749
"2874","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.5507078,0.160038642
"2875","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.5507078,0.160038642
"2876","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55061921,0.098764117
"2877","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55061921,0.098764117
"2878","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.55061921,0.098764117
"2879","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.channel_CS_unknown}>",0.55057788,0.142528183
"2880","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55057788,0.142528183
"2881","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_CS_unknown}>",0.55057788,0.142528183
"2882","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net1_disconnected},{saml.status.channel_CS_unknown}>",0.55053074,0.125996501
"2883","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55053074,0.125996501
"2884","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net2_disconnected},{saml.status.channel_A_CS_unknown}>",0.55036572,0.087118488
"2885","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_CS_unknown}>",0.5501945,0.154373718
"2886","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.5501945,0.154373718
"2887","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running},{saml.status.channel_B_CS_unknown}>",0.55010685,0.058003541
"2888","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.55010685,0.058003541
"2889","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.channel_B_CS_unknown}>",0.55010685,0.058003541
"2890","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running},{saml.status.channel_B_CS_unknown}>",0.55010685,0.058003541
"2891","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running},{saml.status.channel_B_CS_unknown}>",0.55010685,0.058003541
"2892","<{saml.status.channel_IM_down,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.55,0.0241578689
"2893","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54973279,0.122222576
"2894","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.54938483,0.109485918
"2895","<{saml.status.channel_A_CS_unknown,saml.status.energy_generator_running,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54938483,0.109485918
"2896","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.54935431,0.108631217
"2897","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54935431,0.108631217
"2898","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok},{saml.status.channel_CS_unknown}>",0.54921417,0.13636314
"2899","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54921417,0.13636314
"2900","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_CS_unknown}>",0.5490821,0.123891021
"2901","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net1_not_present},{saml.status.channel_B_CS_unknown}>",0.54890735,0.053093435
"2902","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected},{saml.status.channel_B_CS_unknown}>",0.54890735,0.053093435
"2903","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present},{saml.status.channel_CS_unknown}>",0.54887537,0.154373718
"2904","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54887537,0.154373718
"2905","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.channel_CS_unknown}>",0.54870278,0.124954841
"2906","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.channel_CS_unknown}>",0.54867342,0.150457012
"2907","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected},{saml.status.channel_B_CS_unknown}>",0.54826203,0.06500455
"2908","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected},{saml.status.channel_B_CS_unknown}>",0.54826203,0.06500455
"2909","<{saml.status.channel_A_CS_unknown,saml.status.energy_switch_rack_general_failure},{saml.status.channel_B_CS_unknown}>",0.54796495,0.18653547
"2910","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.54793198,0.130310624
"2911","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54793198,0.130310624
"2912","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.54792885,0.129246794
"2913","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54792885,0.129246794
"2914","<{saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_net1_disconnected,saml.status.energy_net2_disconnected},{saml.status.channel_CS_unknown}>",0.54792669,0.099152272
"2915","<{saml.status.alarm_EL_breakdown},{saml.status.channel_B_CS_unknown}>",0.54768462,0.081414308
"2916","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54766164,0.157570717
"2917","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok},{saml.status.channel_CS_unknown}>",0.54750046,0.13532147
"2918","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54750046,0.13532147
"2919","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.channel_CS_unknown}>",0.54746396,0.159992529
"2920","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_unknown}>",0.54746396,0.159992529
